0.01 0.017766996
0.06 0.341359
0.11 0.57895083
0.16 0.71719976
0.21 0.80504637
0.26 0.85164244
0.31 0.85842671
0.36 0.83591695
0.41 0.7988421
0.46 0.75892672
0.51 0.72135222
0.56 0.6864713
0.61 0.65259777
0.66 0.61806215
0.71 0.58243997
0.76 0.54644206
0.81 0.51138584
0.86 0.47870973
0.91 0.44915808
0.96 0.42288385
1.01 0.3996964
1.06 0.37906018
1.11 0.36006261
1.16 0.34225727
1.21 0.3250822
1.26 0.30840397
1.31 0.29216851
1.36 0.27659847
1.41 0.26177754
1.46 0.24803938
1.51 0.23541477
1.56 0.22389572
1.61 0.21362662
1.66 0.20433625
1.71 0.19586017
1.76 0.18806438
1.81 0.18079043
1.86 0.17383609
1.91 0.16710102
1.96 0.16052162
2.01 0.15407804
2.06 0.14777577
2.11 0.14162404
2.16 0.13561684
2.21 0.12962344
2.26 0.12285417
2.31 0.10783471
2.36 0.05360965
2.41 0.097681258
2.46 0.10354731
2.51 0.101932
2.56 0.099478208
2.61 0.096866135
2.66 0.094256788
2.71 0.091685277
2.76 0.0891505
2.81 0.086642943
2.86 0.084154939
2.91 0.081684415
2.96 0.079235673
3.01 0.076820109
3.06 0.074453667
3.11 0.072152834
3.16 0.069934838
3.21 0.067815332
3.26 0.065807401
3.31 0.063921732
3.36 0.062164538
3.41 0.060518578
3.46 0.058954385
3.51 0.057463395
3.56 0.056040369
3.61 0.054710607
3.66 0.053446907
3.71 0.052225967
3.76 0.051032041
3.81 0.049857341
3.86 0.04869987
3.91 0.047560881
3.96 0.046437652
4.01 0.045322152
4.06 0.044210777
4.11 0.043102091
4.16 0.041996814
4.21 0.040902698
4.26 0.039828303
4.31 0.038779451
4.36 0.037761417
4.41 0.036778573
4.46 0.035848537
4.51 0.034960918
4.56 0.034113322
4.61 0.033304715
4.66 0.032541202
4.71 0.03182108
4.76 0.031133789
4.81 0.030477517
4.86 0.029855265
4.91 0.029266591
4.96 0.028699815
5.01 0.028152668
5.06 0.027626342
5.11 0.027114869
5.16 0.026611729
5.21 0.026115185
5.26 0.025623797
5.31 0.025133469
5.36 0.024643604
5.41 0.02415361
5.46 0.023663872
5.51 0.023175381
5.56 0.022688513
5.61 0.022207947
5.66 0.021733767
5.71 0.021266256
5.76 0.020811947
5.81 0.020370874
5.86 0.019940809
5.91 0.019528085
5.96 0.019133456
6.01 0.018751519
6.06 0.01838781
6.11 0.018043082
6.16 0.017710231
6.21 0.017394229
6.26 0.017094488
6.31 0.01680438
6.36 0.0165285
6.41 0.016264199
6.46 0.016006865
6.51 0.01576049
6.56 0.015520806
6.61 0.015285619
6.66 0.015057794
6.71 0.014832839
6.76 0.014610629
6.81 0.014391812
6.86 0.014173951
6.91 0.013957423
6.96 0.013741656
7.01 0.013526205
7.06 0.013311161
7.11 0.013096396
7.16 0.012881864
7.21 0.012668312
7.26 0.012455448
7.31 0.012244032
7.36 0.012034847
7.41 0.011826869
7.46 0.011623789
7.51 0.011423006
7.56 0.011226468
7.61 0.011035439
7.66 0.01084703
7.71 0.010667864
7.76 0.010492016
7.81 0.010323105
7.86 0.010160968
7.91 0.010002824
7.96 0.0098546994
8.01 0.0097096008
8.06 0.0095727139
8.11 0.0094405538
8.16 0.0093132966
8.21 0.009192489
8.26 0.0090738587
8.31 0.0089622001
8.36 0.0088520498
8.41 0.0087459856
8.46 0.0086419962
8.51 0.0085399941
8.56 0.0084399381
8.61 0.0083405563
8.66 0.0082424923
8.71 0.0081445417
8.76 0.0080468957
8.81 0.0079491294
8.86 0.0078511692
8.91 0.007752823
8.96 0.0076541953
9.01 0.0075550339
9.06 0.0074557076
9.11 0.0073559682
9.16 0.0072562091
9.21 0.0071565016
9.26 0.0070569871
9.31 0.006958004
9.36 0.0068596391
9.41 0.0067621446
9.46 0.0066659143
9.51 0.0065706975
9.56 0.0064775541
9.61 0.0063853617
9.66 0.0062961334
9.71 0.0062076147
9.76 0.0061229414
9.81 0.0060387061
9.86 0.0059589006
9.91 0.0058796377
9.96 0.005804528
10.01 0.0057294183

